"Konkurser efter näringsgren SNI 2002, storleksklass, företagsform och månad"

"näringsgren SNI 2002","storleksklass","företagsform","1994M01","1994M02","1994M03","1994M04","1994M05","1994M06","1994M07","1994M08","1994M09","1994M10","1994M11","1994M12","1995M01","1995M02","1995M03","1995M04","1995M05","1995M06","1995M07","1995M08","1995M09","1995M10","1995M11","1995M12","1996M01","1996M02","1996M03","1996M04","1996M05","1996M06","1996M07","1996M08","1996M09","1996M10","1996M11","1996M12","1997M01","1997M02","1997M03","1997M04","1997M05","1997M06","1997M07","1997M08","1997M09","1997M10","1997M11","1997M12","1998M01","1998M02","1998M03","1998M04","1998M05","1998M06","1998M07","1998M08","1998M09","1998M10","1998M11","1998M12","1999M01","1999M02","1999M03","1999M04","1999M05","1999M06","1999M07","1999M08","1999M09","1999M10","1999M11","1999M12","2000M01","2000M02","2000M03","2000M04","2000M05","2000M06","2000M07","2000M08","2000M09","2000M10","2000M11","2000M12","2001M01","2001M02","2001M03","2001M04","2001M05","2001M06","2001M07","2001M08","2001M09","2001M10","2001M11","2001M12","2002M01","2002M02","2002M03","2002M04","2002M05","2002M06","2002M07","2002M08","2002M09","2002M10","2002M11","2002M12","2003M01","2003M02","2003M03","2003M04","2003M05","2003M06","2003M07","2003M08","2003M09","2003M10","2003M11","2003M12","2004M01","2004M02","2004M03","2004M04","2004M05","2004M06","2004M07","2004M08","2004M09","2004M10","2004M11","2004M12","2005M01","2005M02","2005M03","2005M04","2005M05","2005M06","2005M07","2005M08","2005M09","2005M10","2005M11","2005M12","2006M01","2006M02","2006M03","2006M04","2006M05","2006M06","2006M07","2006M08","2006M09","2006M10","2006M11","2006M12","2007M01","2007M02","2007M03","2007M04","2007M05","2007M06","2007M07","2007M08","2007M09","2007M10","2007M11","2007M12","2008M01","2008M02","2008M03","2008M04","2008M05","2008M06","2008M07","2008M08","2008M09","2008M10","2008M11","2008M12"
"50 handel med o serv.verkst f motorfordon;bensinstationer","20-49 anställda","enskild firma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50 handel med o serv.verkst f motorfordon;bensinstationer","20-49 anställda","handelsbolag m.m.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50 handel med o serv.verkst f motorfordon;bensinstationer","20-49 anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50 handel med o serv.verkst f motorfordon;bensinstationer","50+ anställda","aktiebolag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50 handel med o serv.verkst f motorfordon;bensinstationer","50+ anställda","enskild firma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50 handel med o serv.verkst f motorfordon;bensinstationer","50+ anställda","handelsbolag m.m.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50 handel med o serv.verkst f motorfordon;bensinstationer","50+ anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","1-4 anställda","aktiebolag",19,47,46,44,45,42,21,26,41,36,25,30,26,24,30,26,25,32,18,22,18,35,21,21,32,38,23,34,42,27,20,25,19,24,24,14,30,27,17,29,25,27,23,22,24,23,15,30,14,26,32,27,16,18,18,19,15,27,21,30,21,20,28,15,17,19,15,16,12,20,16,23,19,19,32,19,16,17,17,19,14,20,16,17,12,23,24,18,17,22,11,21,18,26,18,19,28,22,12,11,21,17,14,21,18,15,20,17,18,21,19,15,19,18,13,9,28,19,14,18,22,15,24,15,11,23,13,11,8,18,17,22,14,14,18,12,24,18,11,9,11,14,11,19,5,13,17,8,15,21,15,17,15,18,21,17,10,9,17,12,20,23,12,13,18,16,17,18,14,13,14,15,28,18,10,13,19,14,27,30
"51 parti- och agenturhandel utom med motorfordon","1-4 anställda","enskild firma",3,2,1,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,1,0,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0
"51 parti- och agenturhandel utom med motorfordon","1-4 anställda","handelsbolag m.m.",1,0,1,0,1,0,0,0,1,0,0,2,1,1,2,1,0,0,2,1,1,1,0,0,1,0,1,1,0,0,0,1,1,2,2,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,1,1,2,1,1,1,1,1,1,0,1,0,3,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"51 parti- och agenturhandel utom med motorfordon","1-4 anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","5-9 anställda","aktiebolag",10,3,12,8,11,10,7,9,7,9,8,6,5,8,4,4,5,3,5,10,9,5,5,4,7,3,5,5,2,5,4,7,6,10,8,2,2,6,9,8,2,12,3,7,5,3,4,3,2,3,11,4,7,5,5,5,3,8,6,6,6,2,11,8,4,10,2,3,6,5,8,4,6,6,4,3,4,2,1,4,2,7,7,2,3,3,4,4,4,7,4,5,2,6,6,2,3,5,4,4,6,3,7,4,8,4,2,3,3,4,5,3,4,5,8,1,3,4,5,1,5,3,5,4,4,7,8,5,7,6,2,4,4,4,8,6,3,1,2,5,5,1,3,3,3,1,3,6,3,3,3,2,3,8,7,2,3,4,2,1,8,0,6,3,2,6,0,2,7,0,4,4,5,1,0,6,7,6,6,6
"51 parti- och agenturhandel utom med motorfordon","5-9 anställda","enskild firma",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","5-9 anställda","handelsbolag m.m.",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","5-9 anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","10-19 anställda","aktiebolag",4,3,5,4,8,3,1,3,2,1,5,1,3,1,3,1,1,4,2,1,2,6,1,3,6,7,1,3,4,2,3,1,2,3,8,4,5,1,2,4,3,2,2,2,2,3,2,1,3,4,1,2,4,3,0,1,1,0,1,4,1,1,3,2,0,2,3,2,2,1,5,1,2,3,0,2,2,2,0,2,3,2,4,3,3,2,2,0,2,1,1,2,1,5,3,0,2,4,2,4,1,0,0,1,5,5,2,2,0,3,4,1,3,2,4,2,4,5,4,3,2,7,3,0,2,1,3,2,3,5,3,0,2,2,1,0,3,4,2,1,1,1,0,1,2,2,5,0,0,0,1,0,1,1,0,2,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,2,2,1,0
"51 parti- och agenturhandel utom med motorfordon","10-19 anställda","enskild firma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","10-19 anställda","handelsbolag m.m.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","10-19 anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","20-49 anställda","aktiebolag",3,1,2,2,4,1,0,1,0,1,0,1,1,2,0,2,1,2,0,0,3,0,0,1,3,1,1,0,2,3,0,1,2,2,1,2,0,3,0,0,1,1,0,1,0,1,0,0,0,5,1,1,0,1,3,2,0,0,2,1,1,1,3,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,0,1,1,2,2,1,1,2,2,2,1,4,1,0,4,2,2,0,0,1,2,1,1,0,0,4,1,1,0,0,2,0,0,0,3,1,0,2,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,3,3,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"51 parti- och agenturhandel utom med motorfordon","20-49 anställda","enskild firma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","20-49 anställda","handelsbolag m.m.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","20-49 anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","50+ anställda","aktiebolag",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"51 parti- och agenturhandel utom med motorfordon","50+ anställda","enskild firma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","50+ anställda","handelsbolag m.m.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51 parti- och agenturhandel utom med motorfordon","50+ anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52 detaljh, ej med motorf; rep hushållsart o personl art","1-4 anställda","aktiebolag",52,60,47,49,50,46,16,46,43,52,49,40,56,47,38,36,44,47,33,38,35,63,26,35,49,52,44,48,50,43,26,48,37,43,42,23,48,42,42,38,24,43,31,27,34,41,24,29,26,26,26,24,19,36,22,19,34,26,23,49,26,31,26,22,34,15,14,21,23,20,22,19,23,36,28,24,28,19,18,24,27,19,18,20,35,26,23,20,34,33,20,23,21,32,22,25,27,30,30,15,25,32,31,18,26,22,40,27,30,27,34,28,24,27,17,22,21,23,17,18,44,41,37,31,25,45,27,14,30,24,24,26,25,23,24,33,24,28,25,20,17,18,19,19,21,35,25,27,25,22,15,12,16,26,34,22,33,27,28,22,28,24,21,17,21,22,19,28,27,26,26,26,38,38,31,31,25,31,26,38
"52 detaljh, ej med motorf; rep hushållsart o personl art","1-4 anställda","enskild firma",4,2,6,4,7,5,2,2,4,3,5,4,6,2,4,4,1,4,3,4,1,4,1,4,7,4,4,4,2,1,1,0,4,2,7,4,5,5,2,4,1,3,2,0,2,0,2,0,1,2,2,0,0,2,3,1,1,1,3,0,2,1,0,2,1,2,2,0,3,1,0,2,2,4,6,2,0,2,1,3,1,2,3,0,4,2,1,2,1,1,3,2,1,1,2,1,1,1,2,0,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,0,1,2,0,2,0,0,1,1,1,2,2,5,0,0,1,3,0,2,2,2,0,1,1,5,2,2,1,2,0,0,0,1,1,1,1,1,1,3,1,1,0,0,5,1,2,5,2,2,0,2,0,1,2,2,1,3,1,1,2,0,0,3,2,0
"52 detaljh, ej med motorf; rep hushållsart o personl art","1-4 anställda","handelsbolag m.m.",4,4,5,6,3,3,1,2,4,7,2,2,4,3,4,2,4,3,2,0,4,3,2,0,3,4,8,5,2,5,2,2,2,1,0,0,3,1,3,2,0,0,2,1,2,0,0,2,4,5,2,4,0,0,3,3,0,1,2,1,5,0,1,2,1,0,0,1,1,2,2,0,1,2,2,0,3,1,0,0,2,2,0,1,1,1,2,7,1,1,0,0,2,3,1,1,2,1,2,1,1,4,2,1,1,1,0,0,2,1,2,2,1,1,1,1,1,0,2,1,1,2,2,0,2,1,0,2,1,1,1,0,1,1,2,0,1,1,0,0,0,1,1,0,1,1,2,0,0,3,0,1,0,2,4,1,2,0,2,0,1,1,1,2,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,2
"52 detaljh, ej med motorf; rep hushållsart o personl art","1-4 anställda","privatperson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52 detaljh, ej med motorf; rep hushållsart o personl art","5-9 anställda","aktiebolag",12,16,13,12,6,2,6,11,9,12,10,6,9,6,11,4,9,13,4,11,8,10,9,11,17,15,7,3,11,14,8,13,12,5,6,8,11,8,6,10,7,5,3,6,4,7,6,8,4,3,6,8,2,5,7,4,6,6,3,6,10,5,9,7,5,3,8,3,6,6,5,6,6,10,2,4,6,6,4,5,7,7,3,4,3,6,8,8,7,12,1,7,10,5,9,5,5,9,7,2,10,10,3,6,7,9,6,4,4,4,4,12,6,7,4,7,4,11,7,4,8,5,4,6,4,12,8,4,2,2,1,9,5,8,2,4,7,5,2,3,4,6,6,4,11,4,6,4,4,5,5,6,2,2,6,2,6,4,5,4,1,11,5,3,2,5,4,5,4,5,8,4,8,8,5,5,7,8,11,7
